BallotName,BallotOrder,LocalityName,Percentage,PoliticalParty,PrecinctName,Votes
Princess L. Blanding,3.0,Brunswick County,1.23%,Liberation,# AB - Central Absentee Precinct (05),5.0
Write In,2147483647.0,Brunswick County,0.25%,Write-In,# AB - Central Absentee Precinct (05),1.0
Glenn A. Youngkin,1.0,Brunswick County,40.46%,Republican,# EV - Central Absentee Precinct (05),679.0
Terry R. McAuliffe,2.0,Brunswick County,58.94%,Democratic,# EV - Central Absentee Precinct (05),989.0
Princess L. Blanding,3.0,Brunswick County,0.54%,Liberation,# EV - Central Absentee Precinct (05),9.0
Write In,2147483647.0,Brunswick County,0.06%,Write-In,# EV - Central Absentee Precinct (05),1.0
Glenn A. Youngkin,1.0,Brunswick County,0.00%,Republican,# PE - Central Absentee Precinct (05),0.0
Terry R. McAuliffe,2.0,Brunswick County,0.00%,Democratic,# PE - Central Absentee Precinct (05),0.0
Princess L. Blanding,3.0,Brunswick County,0.00%,Liberation,# PE - Central Absentee Precinct (05),0.0
Write In,2147483647.0,Brunswick County,0.00%,Write-In,# PE - Central Absentee Precinct (05),0.0
Glenn A. Youngkin,1.0,Brunswick County,0.00%,Republican,## Provisional (05),0.0
Terry R. McAuliffe,2.0,Brunswick County,0.00%,Democratic,## Provisional (05),0.0
Princess L. Blanding,3.0,Brunswick County,0.00%,Liberation,## Provisional (05),0.0
Write In,2147483647.0,Brunswick County,0.00%,Write-In,## Provisional (05),0.0
Glenn A. Youngkin,1.0,Brunswick County,53.91%,Republican,101 - BRODNAX (05),131.0
Terry R. McAuliffe,2.0,Brunswick County,44.44%,Democratic,101 - BRODNAX (05),108.0
Princess L. Blanding,3.0,Brunswick County,1.23%,Liberation,101 - BRODNAX (05),3.0
Write In,2147483647.0,Brunswick County,0.41%,Write-In,101 - BRODNAX (05),1.0
Glenn A. Youngkin,1.0,Brunswick County,72.25%,Republican,102 - ROCK STORE (05),263.0
Terry R. McAuliffe,2.0,Brunswick County,27.75%,Democratic,102 - ROCK STORE (05),101.0
Princess L. Blanding,3.0,Brunswick County,0.00%,Liberation,102 - ROCK STORE (05),0.0
Write In,2147483647.0,Brunswick County,0.00%,Write-In,102 - ROCK STORE (05),0.0
Glenn A. Youngkin,1.0,Brunswick County,68.81%,Republican,103 - TILLMAN (05),331.0
Terry R. McAuliffe,2.0,Brunswick County,31.19%,Democratic,103 - TILLMAN (05),150.0
Princess L. Blanding,3.0,Brunswick County,0.00%,Liberation,103 - TILLMAN (05),0.0
Write In,2147483647.0,Brunswick County,0.00%,Write-In,103 - TILLMAN (05),0.0
Glenn A. Youngkin,1.0,Brunswick County,60.69%,Republican,201 - DROMGOOLE (05),88.0
Terry R. McAuliffe,2.0,Brunswick County,39.31%,Democratic,201 - DROMGOOLE (05),57.0
Princess L. Blanding,3.0,Brunswick County,0.00%,Liberation,201 - DROMGOOLE (05),0.0
Write In,2147483647.0,Brunswick County,0.00%,Write-In,201 - DROMGOOLE (05),0.0
Glenn A. Youngkin,1.0,Brunswick County,32.32%,Republican,202 - EDGERTON (05),96.0
Terry R. McAuliffe,2.0,Brunswick County,67.34%,Democratic,202 - EDGERTON (05),200.0
Princess L. Blanding,3.0,Brunswick County,0.34%,Liberation,202 - EDGERTON (05),1.0
Write In,2147483647.0,Brunswick County,0.00%,Write-In,202 - EDGERTON (05),0.0
Glenn A. Youngkin,1.0,Brunswick County,44.44%,Republican,203 - FITZHUGH (05),132.0
Terry R. McAuliffe,2.0,Brunswick County,54.88%,Democratic,203 - FITZHUGH (05),163.0
Princess L. Blanding,3.0,Brunswick County,0.67%,Liberation,203 - FITZHUGH (05),2.0
Write In,2147483647.0,Brunswick County,0.00%,Write-In,203 - FITZHUGH (05),0.0
Glenn A. Youngkin,1.0,Brunswick County,49.57%,Republican,301 - ALBERTA (05),58.0
Terry R. McAuliffe,2.0,Brunswick County,50.43%,Democratic,301 - ALBERTA (05),59.0
Princess L. Blanding,3.0,Brunswick County,0.00%,Liberation,301 - ALBERTA (05),0.0
Write In,2147483647.0,Brunswick County,0.00%,Write-In,301 - ALBERTA (05),0.0
Glenn A. Youngkin,1.0,Brunswick County,64.96%,Republican,302 - DANIELTOWN (05),291.0
Terry R. McAuliffe,2.0,Brunswick County,33.93%,Democratic,302 - DANIELTOWN (05),152.0
Princess L. Blanding,3.0,Brunswick County,0.89%,Liberation,302 - DANIELTOWN (05),4.0
Write In,2147483647.0,Brunswick County,0.22%,Write-In,302 - DANIELTOWN (05),1.0
Glenn A. Youngkin,1.0,Brunswick County,58.71%,Republican,303 - ELMORE (05),118.0
Terry R. McAuliffe,2.0,Brunswick County,40.30%,Democratic,303 - ELMORE (05),81.0
Princess L. Blanding,3.0,Brunswick County,1.00%,Liberation,303 - ELMORE (05),2.0
Write In,2147483647.0,Brunswick County,0.00%,Write-In,303 - ELMORE (05),0.0
Glenn A. Youngkin,1.0,Brunswick County,55.98%,Republican,304 - SEYMOUR (05),117.0
Terry R. McAuliffe,2.0,Brunswick County,42.58%,Democratic,304 - SEYMOUR (05),89.0
Princess L. Blanding,3.0,Brunswick County,1.44%,Liberation,304 - SEYMOUR (05),3.0
Write In,2147483647.0,Brunswick County,0.00%,Write-In,304 - SEYMOUR (05),0.0
Glenn A. Youngkin,1.0,Brunswick County,51.91%,Republican,401 - STURGEON (05),285.0
Terry R. McAuliffe,2.0,Brunswick County,47.91%,Democratic,401 - STURGEON (05),263.0
Princess L. Blanding,3.0,Brunswick County,0.18%,Liberation,401 - STURGEON (05),1.0
Write In,2147483647.0,Brunswick County,0.00%,Write-In,401 - STURGEON (05),0.0
Glenn A. Youngkin,1.0,Brunswick County,34.25%,Republican,402 - KING'S STORE (05),75.0
Terry R. McAuliffe,2.0,Brunswick County,65.75%,Democratic,402 - KING'S STORE (05),144.0
Princess L. Blanding,3.0,Brunswick County,0.00%,Liberation,402 - KING'S STORE (05),0.0
Write In,2147483647.0,Brunswick County,0.00%,Write-In,402 - KING'S STORE (05),0.0
Glenn A. Youngkin,1.0,Brunswick County,28.44%,Republican,501 - TOTARO (05),120.0
Terry R. McAuliffe,2.0,Brunswick County,70.14%,Democratic,501 - TOTARO (05),296.0
Princess L. Blanding,3.0,Brunswick County,0.95%,Liberation,501 - TOTARO (05),4.0
Write In,2147483647.0,Brunswick County,0.47%,Write-In,501 - TOTARO (05),2.0
Glenn A. Youngkin,1.0,Buchanan County,53.49%,Republican,# AB - Central Absentee Precinct (09),138.0
Terry R. McAuliffe,2.0,Buchanan County,45.74%,Democratic,# AB - Central Absentee Precinct (09),118.0
Princess L. Blanding,3.0,Buchanan County,0.78%,Liberation,# AB - Central Absentee Precinct (09),2.0
Write In,2147483647.0,Buchanan County,0.00%,Write-In,# AB - Central Absentee Precinct (09),0.0
Glenn A. Youngkin,1.0,Buchanan County,78.54%,Republican,# EV - Central Absentee Precinct (09),626.0
Terry R. McAuliffe,2.0,Buchanan County,21.33%,Democratic,# EV - Central Absentee Precinct (09),170.0
Princess L. Blanding,3.0,Buchanan County,0.00%,Liberation,# EV - Central Absentee Precinct (09),0.0
Write In,2147483647.0,Buchanan County,0.13%,Write-In,# EV - Central Absentee Precinct (09),1.0
Glenn A. Youngkin,1.0,Buchanan County,0.00%,Republican,# PE - Central Absentee Precinct (09),0.0
Terry R. McAuliffe,2.0,Buchanan County,0.00%,Democratic,# PE - Central Absentee Precinct (09),0.0
Princess L. Blanding,3.0,Buchanan County,0.00%,Liberation,# PE - Central Absentee Precinct (09),0.0
Write In,2147483647.0,Buchanan County,0.00%,Write-In,# PE - Central Absentee Precinct (09),0.0
Glenn A. Youngkin,1.0,Buchanan County,0.00%,Republican,## Provisional (09),0.0
Terry R. McAuliffe,2.0,Buchanan County,0.00%,Democratic,## Provisional (09),0.0
Princess L. Blanding,3.0,Buchanan County,0.00%,Liberation,## Provisional (09),0.0
Write In,2147483647.0,Buchanan County,0.00%,Write-In,## Provisional (09),0.0
Glenn A. Youngkin,1.0,Buchanan County,95.14%,Republican,102 - BLACKEY (09),235.0
Terry R. McAuliffe,2.0,Buchanan County,4.45%,Democratic,102 - BLACKEY (09),11.0
Princess L. Blanding,3.0,Buchanan County,0.40%,Liberation,102 - BLACKEY (09),1.0
Write In,2147483647.0,Buchanan County,0.00%,Write-In,102 - BLACKEY (09),0.0
Glenn A. Youngkin,1.0,Buchanan County,91.67%,Republican,103 - HURLEY (09),429.0
Terry R. McAuliffe,2.0,Buchanan County,8.33%,Democratic,103 - HURLEY (09),39.0
Princess L. Blanding,3.0,Buchanan County,0.00%,Liberation,103 - HURLEY (09),0.0
Write In,2147483647.0,Buchanan County,0.00%,Write-In,103 - HURLEY (09),0.0
Glenn A. Youngkin,1.0,Buchanan County,76.39%,Republican,201 - GRASSY (09),55.0
Terry R. McAuliffe,2.0,Buchanan County,23.61%,Democratic,201 - GRASSY (09),17.0
Princess L. Blanding,3.0,Buchanan County,0.00%,Liberation,201 - GRASSY (09),0.0
Write In,2147483647.0,Buchanan County,0.00%,Write-In,201 - GRASSY (09),0.0
Glenn A. Youngkin,1.0,Buchanan County,90.33%,Republican,202 - BULL (09),299.0
Terry R. McAuliffe,2.0,Buchanan County,9.67%,Democratic,202 - BULL (09),32.0
Princess L. Blanding,3.0,Buchanan County,0.00%,Liberation,202 - BULL (09),0.0
Write In,2147483647.0,Buchanan County,0.00%,Write-In,202 - BULL (09),0.0
Glenn A. Youngkin,1.0,Buchanan County,89.49%,Republican,203 - ROCKLICK (09),281.0
Terry R. McAuliffe,2.0,Buchanan County,9.24%,Democratic,203 - ROCKLICK (09),29.0
Princess L. Blanding,3.0,Buchanan County,0.32%,Liberation,203 - ROCKLICK (09),1.0
Write In,2147483647.0,Buchanan County,0.96%,Write-In,203 - ROCKLICK (09),3.0
Glenn A. Youngkin,1.0,Buchanan County,86.14%,Republican,301 - SLATE (09),317.0
Terry R. McAuliffe,2.0,Buchanan County,13.86%,Democratic,301 - SLATE (09),51.0
Princess L. Blanding,3.0,Buchanan County,0.00%,Liberation,301 - SLATE (09),0.0
Write In,2147483647.0,Buchanan County,0.00%,Write-In,301 - SLATE (09),0.0
Glenn A. Youngkin,1.0,Buchanan County,87.50%,Republican,302 - NORTH GRUNDY (09),266.0
Terry R. McAuliffe,2.0,Buchanan County,12.50%,Democratic,302 - NORTH GRUNDY (09),38.0
Princess L. Blanding,3.0,Buchanan County,0.00%,Liberation,302 - NORTH GRUNDY (09),0.0
Write In,2147483647.0,Buchanan County,0.00%,Write-In,302 - NORTH GRUNDY (09),0.0
Glenn A. Youngkin,1.0,Buchanan County,88.73%,Republican,403 - SOUTH GRUNDY (09),425.0
Terry R. McAuliffe,2.0,Buchanan County,11.06%,Democratic,403 - SOUTH GRUNDY (09),53.0
Princess L. Blanding,3.0,Buchanan County,0.21%,Liberation,403 - SOUTH GRUNDY (09),1.0
Write In,2147483647.0,Buchanan County,0.00%,Write-In,403 - SOUTH GRUNDY (09),0.0
Glenn A. Youngkin,1.0,Buchanan County,80.70%,Republican,404 - OAKWOOD (09),46.0
Terry R. McAuliffe,2.0,Buchanan County,19.30%,Democratic,404 - OAKWOOD (09),11.0
Princess L. Blanding,3.0,Buchanan County,0.00%,Liberation,404 - OAKWOOD (09),0.0
Write In,2147483647.0,Buchanan County,0.00%,Write-In,404 - OAKWOOD (09),0.0
Glenn A. Youngkin,1.0,Buchanan County,83.43%,Republican,501 - PRATER (09),287.0
Terry R. McAuliffe,2.0,Buchanan County,16.57%,Democratic,501 - PRATER (09),57.0
Princess L. Blanding,3.0,Buchanan County,0.00%,Liberation,501 - PRATER (09),0.0
Write In,2147483647.0,Buchanan County,0.00%,Write-In,501 - PRATER (09),0.0
Glenn A. Youngkin,1.0,Buchanan County,77.17%,Republican,502 - FOX (09),71.0
Terry R. McAuliffe,2.0,Buchanan County,22.83%,Democratic,502 - FOX (09),21.0
Princess L. Blanding,3.0,Buchanan County,0.00%,Liberation,502 - FOX (09),0.0
Write In,2147483647.0,Buchanan County,0.00%,Write-In,502 - FOX (09),0.0
Glenn A. Youngkin,1.0,Buchanan County,86.71%,Republican,503 - VANSANT (09),300.0
Terry R. McAuliffe,2.0,Buchanan County,13.01%,Democratic,503 - VANSANT (09),45.0
Princess L. Blanding,3.0,Buchanan County,0.00%,Liberation,503 - VANSANT (09),0.0
Write In,2147483647.0,Buchanan County,0.29%,Write-In,503 - VANSANT (09),1.0
Glenn A. Youngkin,1.0,Buchanan County,88.46%,Republican,601 - COUNCIL (09),207.0
Terry R. McAuliffe,2.0,Buchanan County,11.54%,Democratic,601 - COUNCIL (09),27.0
Princess L. Blanding,3.0,Buchanan County,0.00%,Liberation,601 - COUNCIL (09),0.0
Write In,2147483647.0,Buchanan County,0.00%,Write-In,601 - COUNCIL (09),0.0
Glenn A. Youngkin,1.0,Buchanan County,86.01%,Republican,602 - GARDEN (09),295.0
Terry R. McAuliffe,2.0,Buchanan County,13.41%,Democratic,602 - GARDEN (09),46.0
Princess L. Blanding,3.0,Buchanan County,0.58%,Liberation,602 - GARDEN (09),2.0
Write In,2147483647.0,Buchanan County,0.00%,Write-In,602 - GARDEN (09),0.0
Glenn A. Youngkin,1.0,Buchanan County,77.27%,Republican,603 - HURRICANE (09),170.0
Terry R. McAuliffe,2.0,Buchanan County,22.27%,Democratic,603 - HURRICANE (09),49.0
Princess L. Blanding,3.0,Buchanan County,0.45%,Liberation,603 - HURRICANE (09),1.0
Write In,2147483647.0,Buchanan County,0.00%,Write-In,603 - HURRICANE (09),0.0
Glenn A. Youngkin,1.0,Buchanan County,85.75%,Republican,701 - WHITEWOOD (09),343.0
Terry R. McAuliffe,2.0,Buchanan County,14.25%,Democratic,701 - WHITEWOOD (09),57.0
Princess L. Blanding,3.0,Buchanan County,0.00%,Liberation,701 - WHITEWOOD (09),0.0
Write In,2147483647.0,Buchanan County,0.00%,Write-In,701 - WHITEWOOD (09),0.0
Glenn A. Youngkin,1.0,Buchanan County,89.72%,Republican,702 - CONTRARY (09),288.0
Terry R. McAuliffe,2.0,Buchanan County,9.97%,Democratic,702 - CONTRARY (09),32.0
Princess L. Blanding,3.0,Buchanan County,0.00%,Liberation,702 - CONTRARY (09),0.0
Write In,2147483647.0,Buchanan County,0.31%,Write-In,702 - CONTRARY (09),1.0
Glenn A. Youngkin,1.0,Buckingham County,0.00%,Republican,# AB - Central Absentee Precinct (05),0.0
Terry R. McAuliffe,2.0,Buckingham County,0.00%,Democratic,# AB - Central Absentee Precinct (05),0.0
Princess L. Blanding,3.0,Buckingham County,0.00%,Liberation,# AB - Central Absentee Precinct (05),0.0
Write In,2147483647.0,Buckingham County,0.00%,Write-In,# AB - Central Absentee Precinct (05),0.0
Glenn A. Youngkin,1.0,Buckingham County,55.26%,Republican,# EV - Central Absentee Precinct (05),903.0
Terry R. McAuliffe,2.0,Buckingham County,44.19%,Democratic,# EV - Central Absentee Precinct (05),722.0
Princess L. Blanding,3.0,Buckingham County,0.55%,Liberation,# EV - Central Absentee Precinct (05),9.0
Write In,2147483647.0,Buckingham County,0.00%,Write-In,# EV - Central Absentee Precinct (05),0.0
Glenn A. Youngkin,1.0,Buckingham County,0.00%,Republican,# PE - Central Absentee Precinct (05),0.0
Terry R. McAuliffe,2.0,Buckingham County,0.00%,Democratic,# PE - Central Absentee Precinct (05),0.0
Princess L. Blanding,3.0,Buckingham County,0.00%,Liberation,# PE - Central Absentee Precinct (05),0.0
Write In,2147483647.0,Buckingham County,0.00%,Write-In,# PE - Central Absentee Precinct (05),0.0
Glenn A. Youngkin,1.0,Buckingham County,0.00%,Republican,## Provisional (05),0.0
Terry R. McAuliffe,2.0,Buckingham County,0.00%,Democratic,## Provisional (05),0.0
Princess L. Blanding,3.0,Buckingham County,0.00%,Liberation,## Provisional (05),0.0
Write In,2147483647.0,Buckingham County,0.00%,Write-In,## Provisional (05),0.0
Glenn A. Youngkin,1.0,Buckingham County,65.74%,Republican,101 - NEW CANTON (05),403.0
Terry R. McAuliffe,2.0,Buckingham County,33.61%,Democratic,101 - NEW CANTON (05),206.0
Princess L. Blanding,3.0,Buckingham County,0.65%,Liberation,101 - NEW CANTON (05),4.0
Write In,2147483647.0,Buckingham County,0.00%,Write-In,101 - NEW CANTON (05),0.0
Glenn A. Youngkin,1.0,Buckingham County,72.11%,Republican,102  - GEORGIA CREEK (05),137.0
Terry R. McAuliffe,2.0,Buckingham County,27.89%,Democratic,102  - GEORGIA CREEK (05),53.0
Princess L. Blanding,3.0,Buckingham County,0.00%,Liberation,102  - GEORGIA CREEK (05),0.0
Write In,2147483647.0,Buckingham County,0.00%,Write-In,102  - GEORGIA CREEK (05),0.0
Glenn A. Youngkin,1.0,Buckingham County,62.28%,Republican,201 - WHITE HALL (05),213.0
Terry R. McAuliffe,2.0,Buckingham County,36.84%,Democratic,201 - WHITE HALL (05),126.0
Princess L. Blanding,3.0,Buckingham County,0.58%,Liberation,201 - WHITE HALL (05),2.0
Write In,2147483647.0,Buckingham County,0.29%,Write-In,201 - WHITE HALL (05),1.0
Glenn A. Youngkin,1.0,Buckingham County,70.00%,Republican,301 - CURDSVILLE (05),315.0
Terry R. McAuliffe,2.0,Buckingham County,29.56%,Democratic,301 - CURDSVILLE (05),133.0
Princess L. Blanding,3.0,Buckingham County,0.44%,Liberation,301 - CURDSVILLE (05),2.0
Write In,2147483647.0,Buckingham County,0.00%,Write-In,301 - CURDSVILLE (05),0.0
Glenn A. Youngkin,1.0,Buckingham County,83.71%,Republican,302 - NEW STORE (05),293.0
Terry R. McAuliffe,2.0,Buckingham County,16.00%,Democratic,302 - NEW STORE (05),56.0
Princess L. Blanding,3.0,Buckingham County,0.29%,Liberation,302 - NEW STORE (05),1.0
Write In,2147483647.0,Buckingham County,0.00%,Write-In,302 - NEW STORE (05),0.0
Glenn A. Youngkin,1.0,Buckingham County,74.60%,Republican,401 - MAYSVILLE (05),464.0
Terry R. McAuliffe,2.0,Buckingham County,25.08%,Democratic,401 - MAYSVILLE (05),156.0
Princess L. Blanding,3.0,Buckingham County,0.32%,Liberation,401 - MAYSVILLE (05),2.0
Write In,2147483647.0,Buckingham County,0.00%,Write-In,401 - MAYSVILLE (05),0.0
Glenn A. Youngkin,1.0,Buckingham County,82.17%,Republican,501 - WRIGHTS (05),212.0
Terry R. McAuliffe,2.0,Buckingham County,17.44%,Democratic,501 - WRIGHTS (05),45.0
Princess L. Blanding,3.0,Buckingham County,0.39%,Liberation,501 - WRIGHTS (05),1.0
Write In,2147483647.0,Buckingham County,0.00%,Write-In,501 - WRIGHTS (05),0.0
Glenn A. Youngkin,1.0,Buckingham County,67.09%,Republican,502 - GLENMORE (05),267.0
Terry R. McAuliffe,2.0,Buckingham County,32.66%,Democratic,502 - GLENMORE (05),130.0
Princess L. Blanding,3.0,Buckingham County,0.25%,Liberation,502 - GLENMORE (05),1.0
Write In,2147483647.0,Buckingham County,0.00%,Write-In,502 - GLENMORE (05),0.0
Glenn A. Youngkin,1.0,Buckingham County,59.00%,Republican,601 - SLATE RIVER (05),308.0
Terry R. McAuliffe,2.0,Buckingham County,40.61%,Democratic,601 - SLATE RIVER (05),212.0
Princess L. Blanding,3.0,Buckingham County,0.38%,Liberation,601 - SLATE RIVER (05),2.0
Write In,2147483647.0,Buckingham County,0.00%,Write-In,601 - SLATE RIVER (05),0.0
Glenn A. Youngkin,1.0,Buckingham County,69.67%,Republican,701 - GOLD HILL (05),255.0
Terry R. McAuliffe,2.0,Buckingham County,29.23%,Democratic,701 - GOLD HILL (05),107.0
Princess L. Blanding,3.0,Buckingham County,1.09%,Liberation,701 - GOLD HILL (05),4.0
Write In,2147483647.0,Buckingham County,0.00%,Write-In,701 - GOLD HILL (05),0.0
Glenn A. Youngkin,1.0,Campbell County,0.00%,Republican,# AB - Central Absentee Precinct (05),0.0
Terry R. McAuliffe,2.0,Campbell County,0.00%,Democratic,# AB - Central Absentee Precinct (05),0.0
Princess L. Blanding,3.0,Campbell County,0.00%,Liberation,# AB - Central Absentee Precinct (05),0.0
Write In,2147483647.0,Campbell County,0.00%,Write-In,# AB - Central Absentee Precinct (05),0.0
Glenn A. Youngkin,1.0,Campbell County,0.00%,Republican,# EV - Central Absentee Precinct (05),0.0
Terry R. McAuliffe,2.0,Campbell County,0.00%,Democratic,# EV - Central Absentee Precinct (05),0.0
Princess L. Blanding,3.0,Campbell County,0.00%,Liberation,# EV - Central Absentee Precinct (05),0.0
Write In,2147483647.0,Campbell County,0.00%,Write-In,# EV - Central Absentee Precinct (05),0.0
Glenn A. Youngkin,1.0,Campbell County,0.00%,Republican,# PE - Central Absentee Precinct (05),0.0
Terry R. McAuliffe,2.0,Campbell County,0.00%,Democratic,# PE - Central Absentee Precinct (05),0.0
Princess L. Blanding,3.0,Campbell County,0.00%,Liberation,# PE - Central Absentee Precinct (05),0.0
Write In,2147483647.0,Campbell County,0.00%,Write-In,# PE - Central Absentee Precinct (05),0.0
Glenn A. Youngkin,1.0,Campbell County,0.00%,Republican,## Provisional (05),0.0
Terry R. McAuliffe,2.0,Campbell County,0.00%,Democratic,## Provisional (05),0.0
Princess L. Blanding,3.0,Campbell County,0.00%,Liberation,## Provisional (05),0.0
Write In,2147483647.0,Campbell County,0.00%,Write-In,## Provisional (05),0.0
Glenn A. Youngkin,1.0,Campbell County,0.00%,Republican,101 - BROOKVILLE (05),0.0
Terry R. McAuliffe,2.0,Campbell County,0.00%,Democratic,101 - BROOKVILLE (05),0.0
Princess L. Blanding,3.0,Campbell County,0.00%,Liberation,101 - BROOKVILLE (05),0.0
Write In,2147483647.0,Campbell County,0.00%,Write-In,101 - BROOKVILLE (05),0.0
Glenn A. Youngkin,1.0,Campbell County,0.00%,Republican,102 - NEW LONDON (05),0.0
Terry R. McAuliffe,2.0,Campbell County,0.00%,Democratic,102 - NEW LONDON (05),0.0
Princess L. Blanding,3.0,Campbell County,0.00%,Liberation,102 - NEW LONDON (05),0.0
Write In,2147483647.0,Campbell County,0.00%,Write-In,102 - NEW LONDON (05),0.0
Glenn A. Youngkin,1.0,Campbell County,0.00%,Republican,201 - WALKER (05),0.0
Terry R. McAuliffe,2.0,Campbell County,0.00%,Democratic,201 - WALKER (05),0.0
Princess L. Blanding,3.0,Campbell County,0.00%,Liberation,201 - WALKER (05),0.0
Write In,2147483647.0,Campbell County,0.00%,Write-In,201 - WALKER (05),0.0
Glenn A. Youngkin,1.0,Campbell County,0.00%,Republican,202 - BEDFORD SPRINGS (05),0.0
Terry R. McAuliffe,2.0,Campbell County,0.00%,Democratic,202 - BEDFORD SPRINGS (05),0.0
Princess L. Blanding,3.0,Campbell County,0.00%,Liberation,202 - BEDFORD SPRINGS (05),0.0
Write In,2147483647.0,Campbell County,0.00%,Write-In,202 - BEDFORD SPRINGS (05),0.0
Glenn A. Youngkin,1.0,Campbell County,0.00%,Republican,301 - EVINGTON (05),0.0
Terry R. McAuliffe,2.0,Campbell County,0.00%,Democratic,301 - EVINGTON (05),0.0
Princess L. Blanding,3.0,Campbell County,0.00%,Liberation,301 - EVINGTON (05),0.0
Write In,2147483647.0,Campbell County,0.00%,Write-In,301 - EVINGTON (05),0.0
Glenn A. Youngkin,1.0,Campbell County,0.00%,Republican,302 - OTTER RIVER (05),0.0
Terry R. McAuliffe,2.0,Campbell County,0.00%,Democratic,302 - OTTER RIVER (05),0.0
Princess L. Blanding,3.0,Campbell County,0.00%,Liberation,302 - OTTER RIVER (05),0.0
Write In,2147483647.0,Campbell County,0.00%,Write-In,302 - OTTER RIVER (05),0.0
Glenn A. Youngkin,1.0,Campbell County,0.00%,Republican,303 - ALTAVISTA (05),0.0
Terry R. McAuliffe,2.0,Campbell County,0.00%,Democratic,303 - ALTAVISTA (05),0.0
