BallotName,BallotOrder,LocalityName,Percentage,PoliticalParty,PrecinctName,Votes
Donald J. Trump,2.0,Brunswick County,32.65%,Republican,# AB - Central Absentee Precinct (05),1368.0
Jo Jorgensen,3.0,Brunswick County,0.29%,Libertarian,# AB - Central Absentee Precinct (05),12.0
Write In,2147483647.0,Brunswick County,0.07%,Write-In,# AB - Central Absentee Precinct (05),3.0
Joseph R. Biden,1.0,Brunswick County,0.00%,Democratic,## Provisional (05),0.0
Donald J. Trump,2.0,Brunswick County,100.00%,Republican,## Provisional (05),1.0
Jo Jorgensen,3.0,Brunswick County,0.00%,Libertarian,## Provisional (05),0.0
Write In,2147483647.0,Brunswick County,0.00%,Write-In,## Provisional (05),0.0
Joseph R. Biden,1.0,Brunswick County,42.91%,Democratic,101 - BRODNAX (05),109.0
Donald J. Trump,2.0,Brunswick County,57.09%,Republican,101 - BRODNAX (05),145.0
Jo Jorgensen,3.0,Brunswick County,0.00%,Libertarian,101 - BRODNAX (05),0.0
Write In,2147483647.0,Brunswick County,0.00%,Write-In,101 - BRODNAX (05),0.0
Joseph R. Biden,1.0,Brunswick County,30.03%,Democratic,102 - ROCK STORE (05),106.0
Donald J. Trump,2.0,Brunswick County,69.69%,Republican,102 - ROCK STORE (05),246.0
Jo Jorgensen,3.0,Brunswick County,0.28%,Libertarian,102 - ROCK STORE (05),1.0
Write In,2147483647.0,Brunswick County,0.00%,Write-In,102 - ROCK STORE (05),0.0
Joseph R. Biden,1.0,Brunswick County,29.86%,Democratic,103 - TILLMAN (05),132.0
Donald J. Trump,2.0,Brunswick County,69.68%,Republican,103 - TILLMAN (05),308.0
Jo Jorgensen,3.0,Brunswick County,0.45%,Libertarian,103 - TILLMAN (05),2.0
Write In,2147483647.0,Brunswick County,0.00%,Write-In,103 - TILLMAN (05),0.0
Joseph R. Biden,1.0,Brunswick County,45.14%,Democratic,201 - DROMGOOLE (05),65.0
Donald J. Trump,2.0,Brunswick County,52.78%,Republican,201 - DROMGOOLE (05),76.0
Jo Jorgensen,3.0,Brunswick County,2.08%,Libertarian,201 - DROMGOOLE (05),3.0
Write In,2147483647.0,Brunswick County,0.00%,Write-In,201 - DROMGOOLE (05),0.0
Joseph R. Biden,1.0,Brunswick County,67.65%,Democratic,202 - EDGERTON (05),184.0
Donald J. Trump,2.0,Brunswick County,31.62%,Republican,202 - EDGERTON (05),86.0
Jo Jorgensen,3.0,Brunswick County,0.74%,Libertarian,202 - EDGERTON (05),2.0
Write In,2147483647.0,Brunswick County,0.00%,Write-In,202 - EDGERTON (05),0.0
Joseph R. Biden,1.0,Brunswick County,59.94%,Democratic,203 - FITZHUGH (05),190.0
Donald J. Trump,2.0,Brunswick County,39.43%,Republican,203 - FITZHUGH (05),125.0
Jo Jorgensen,3.0,Brunswick County,0.63%,Libertarian,203 - FITZHUGH (05),2.0
Write In,2147483647.0,Brunswick County,0.00%,Write-In,203 - FITZHUGH (05),0.0
Joseph R. Biden,1.0,Brunswick County,45.95%,Democratic,301 - ALBERTA (05),51.0
Donald J. Trump,2.0,Brunswick County,52.25%,Republican,301 - ALBERTA (05),58.0
Jo Jorgensen,3.0,Brunswick County,1.80%,Libertarian,301 - ALBERTA (05),2.0
Write In,2147483647.0,Brunswick County,0.00%,Write-In,301 - ALBERTA (05),0.0
Joseph R. Biden,1.0,Brunswick County,31.83%,Democratic,302 - DANIELTOWN (05),127.0
Donald J. Trump,2.0,Brunswick County,67.42%,Republican,302 - DANIELTOWN (05),269.0
Jo Jorgensen,3.0,Brunswick County,0.50%,Libertarian,302 - DANIELTOWN (05),2.0
Write In,2147483647.0,Brunswick County,0.25%,Write-In,302 - DANIELTOWN (05),1.0
Joseph R. Biden,1.0,Brunswick County,38.46%,Democratic,303 - ELMORE (05),75.0
Donald J. Trump,2.0,Brunswick County,61.54%,Republican,303 - ELMORE (05),120.0
Jo Jorgensen,3.0,Brunswick County,0.00%,Libertarian,303 - ELMORE (05),0.0
Write In,2147483647.0,Brunswick County,0.00%,Write-In,303 - ELMORE (05),0.0
Joseph R. Biden,1.0,Brunswick County,39.57%,Democratic,304 - SEYMOUR (05),93.0
Donald J. Trump,2.0,Brunswick County,59.57%,Republican,304 - SEYMOUR (05),140.0
Jo Jorgensen,3.0,Brunswick County,0.85%,Libertarian,304 - SEYMOUR (05),2.0
Write In,2147483647.0,Brunswick County,0.00%,Write-In,304 - SEYMOUR (05),0.0
Joseph R. Biden,1.0,Brunswick County,49.59%,Democratic,401 - STURGEON (05),239.0
Donald J. Trump,2.0,Brunswick County,49.59%,Republican,401 - STURGEON (05),239.0
Jo Jorgensen,3.0,Brunswick County,0.62%,Libertarian,401 - STURGEON (05),3.0
Write In,2147483647.0,Brunswick County,0.21%,Write-In,401 - STURGEON (05),1.0
Joseph R. Biden,1.0,Brunswick County,62.37%,Democratic,402 - KING'S STORE (05),116.0
Donald J. Trump,2.0,Brunswick County,37.10%,Republican,402 - KING'S STORE (05),69.0
Jo Jorgensen,3.0,Brunswick County,0.54%,Libertarian,402 - KING'S STORE (05),1.0
Write In,2147483647.0,Brunswick County,0.00%,Write-In,402 - KING'S STORE (05),0.0
Joseph R. Biden,1.0,Brunswick County,70.30%,Democratic,501 - TOTARO (05),258.0
Donald J. Trump,2.0,Brunswick County,29.16%,Republican,501 - TOTARO (05),107.0
Jo Jorgensen,3.0,Brunswick County,0.54%,Libertarian,501 - TOTARO (05),2.0
Write In,2147483647.0,Brunswick County,0.00%,Write-In,501 - TOTARO (05),0.0
Joseph R. Biden,1.0,Buchanan County,24.88%,Democratic,# AB - Central Absentee Precinct (09),768.0
Donald J. Trump,2.0,Buchanan County,74.70%,Republican,# AB - Central Absentee Precinct (09),2306.0
Jo Jorgensen,3.0,Buchanan County,0.32%,Libertarian,# AB - Central Absentee Precinct (09),10.0
Write In,2147483647.0,Buchanan County,0.10%,Write-In,# AB - Central Absentee Precinct (09),3.0
Joseph R. Biden,1.0,Buchanan County,14.29%,Democratic,## Provisional (09),4.0
Donald J. Trump,2.0,Buchanan County,85.71%,Republican,## Provisional (09),24.0
Jo Jorgensen,3.0,Buchanan County,0.00%,Libertarian,## Provisional (09),0.0
Write In,2147483647.0,Buchanan County,0.00%,Write-In,## Provisional (09),0.0
Joseph R. Biden,1.0,Buchanan County,8.47%,Democratic,102 - BLACKEY (09),32.0
Donald J. Trump,2.0,Buchanan County,91.27%,Republican,102 - BLACKEY (09),345.0
Jo Jorgensen,3.0,Buchanan County,0.26%,Libertarian,102 - BLACKEY (09),1.0
Write In,2147483647.0,Buchanan County,0.00%,Write-In,102 - BLACKEY (09),0.0
Joseph R. Biden,1.0,Buchanan County,7.05%,Democratic,103 - HURLEY (09),56.0
Donald J. Trump,2.0,Buchanan County,92.70%,Republican,103 - HURLEY (09),736.0
Jo Jorgensen,3.0,Buchanan County,0.13%,Libertarian,103 - HURLEY (09),1.0
Write In,2147483647.0,Buchanan County,0.13%,Write-In,103 - HURLEY (09),1.0
Joseph R. Biden,1.0,Buchanan County,21.77%,Democratic,201 - GRASSY (09),27.0
Donald J. Trump,2.0,Buchanan County,76.61%,Republican,201 - GRASSY (09),95.0
Jo Jorgensen,3.0,Buchanan County,0.81%,Libertarian,201 - GRASSY (09),1.0
Write In,2147483647.0,Buchanan County,0.81%,Write-In,201 - GRASSY (09),1.0
Joseph R. Biden,1.0,Buchanan County,9.14%,Democratic,202 - BULL (09),37.0
Donald J. Trump,2.0,Buchanan County,90.62%,Republican,202 - BULL (09),367.0
Jo Jorgensen,3.0,Buchanan County,0.25%,Libertarian,202 - BULL (09),1.0
Write In,2147483647.0,Buchanan County,0.00%,Write-In,202 - BULL (09),0.0
Joseph R. Biden,1.0,Buchanan County,9.67%,Democratic,203 - ROCKLICK (09),47.0
Donald J. Trump,2.0,Buchanan County,89.51%,Republican,203 - ROCKLICK (09),435.0
Jo Jorgensen,3.0,Buchanan County,0.82%,Libertarian,203 - ROCKLICK (09),4.0
Write In,2147483647.0,Buchanan County,0.00%,Write-In,203 - ROCKLICK (09),0.0
Joseph R. Biden,1.0,Buchanan County,9.59%,Democratic,301 - SLATE (09),51.0
Donald J. Trump,2.0,Buchanan County,90.23%,Republican,301 - SLATE (09),480.0
Jo Jorgensen,3.0,Buchanan County,0.19%,Libertarian,301 - SLATE (09),1.0
Write In,2147483647.0,Buchanan County,0.00%,Write-In,301 - SLATE (09),0.0
Joseph R. Biden,1.0,Buchanan County,8.77%,Democratic,302 - NORTH GRUNDY (09),35.0
Donald J. Trump,2.0,Buchanan County,89.97%,Republican,302 - NORTH GRUNDY (09),359.0
Jo Jorgensen,3.0,Buchanan County,1.00%,Libertarian,302 - NORTH GRUNDY (09),4.0
Write In,2147483647.0,Buchanan County,0.25%,Write-In,302 - NORTH GRUNDY (09),1.0
Joseph R. Biden,1.0,Buchanan County,10.59%,Democratic,403 - SOUTH GRUNDY (09),57.0
Donald J. Trump,2.0,Buchanan County,87.36%,Republican,403 - SOUTH GRUNDY (09),470.0
Jo Jorgensen,3.0,Buchanan County,1.67%,Libertarian,403 - SOUTH GRUNDY (09),9.0
Write In,2147483647.0,Buchanan County,0.37%,Write-In,403 - SOUTH GRUNDY (09),2.0
Joseph R. Biden,1.0,Buchanan County,17.54%,Democratic,404 - OAKWOOD (09),10.0
Donald J. Trump,2.0,Buchanan County,82.46%,Republican,404 - OAKWOOD (09),47.0
Jo Jorgensen,3.0,Buchanan County,0.00%,Libertarian,404 - OAKWOOD (09),0.0
Write In,2147483647.0,Buchanan County,0.00%,Write-In,404 - OAKWOOD (09),0.0
Joseph R. Biden,1.0,Buchanan County,13.10%,Democratic,501 - PRATER (09),60.0
Donald J. Trump,2.0,Buchanan County,86.68%,Republican,501 - PRATER (09),397.0
Jo Jorgensen,3.0,Buchanan County,0.00%,Libertarian,501 - PRATER (09),0.0
Write In,2147483647.0,Buchanan County,0.22%,Write-In,501 - PRATER (09),1.0
Joseph R. Biden,1.0,Buchanan County,29.75%,Democratic,502 - FOX (09),47.0
Donald J. Trump,2.0,Buchanan County,69.62%,Republican,502 - FOX (09),110.0
Jo Jorgensen,3.0,Buchanan County,0.63%,Libertarian,502 - FOX (09),1.0
Write In,2147483647.0,Buchanan County,0.00%,Write-In,502 - FOX (09),0.0
Joseph R. Biden,1.0,Buchanan County,14.39%,Democratic,503 - VANSANT (09),57.0
Donald J. Trump,2.0,Buchanan County,85.35%,Republican,503 - VANSANT (09),338.0
Jo Jorgensen,3.0,Buchanan County,0.00%,Libertarian,503 - VANSANT (09),0.0
Write In,2147483647.0,Buchanan County,0.25%,Write-In,503 - VANSANT (09),1.0
Joseph R. Biden,1.0,Buchanan County,12.46%,Democratic,601 - COUNCIL (09),43.0
Donald J. Trump,2.0,Buchanan County,87.54%,Republican,601 - COUNCIL (09),302.0
Jo Jorgensen,3.0,Buchanan County,0.00%,Libertarian,601 - COUNCIL (09),0.0
Write In,2147483647.0,Buchanan County,0.00%,Write-In,601 - COUNCIL (09),0.0
Joseph R. Biden,1.0,Buchanan County,12.77%,Democratic,602 - GARDEN (09),59.0
Donald J. Trump,2.0,Buchanan County,86.58%,Republican,602 - GARDEN (09),400.0
Jo Jorgensen,3.0,Buchanan County,0.43%,Libertarian,602 - GARDEN (09),2.0
Write In,2147483647.0,Buchanan County,0.22%,Write-In,602 - GARDEN (09),1.0
Joseph R. Biden,1.0,Buchanan County,24.20%,Democratic,603 - HURRICANE (09),76.0
Donald J. Trump,2.0,Buchanan County,75.16%,Republican,603 - HURRICANE (09),236.0
Jo Jorgensen,3.0,Buchanan County,0.64%,Libertarian,603 - HURRICANE (09),2.0
Write In,2147483647.0,Buchanan County,0.00%,Write-In,603 - HURRICANE (09),0.0
Joseph R. Biden,1.0,Buchanan County,12.89%,Democratic,701 - WHITEWOOD (09),74.0
Donald J. Trump,2.0,Buchanan County,86.06%,Republican,701 - WHITEWOOD (09),494.0
Jo Jorgensen,3.0,Buchanan County,1.05%,Libertarian,701 - WHITEWOOD (09),6.0
Write In,2147483647.0,Buchanan County,0.00%,Write-In,701 - WHITEWOOD (09),0.0
Joseph R. Biden,1.0,Buchanan County,11.24%,Democratic,702 - CONTRARY (09),47.0
Donald J. Trump,2.0,Buchanan County,88.52%,Republican,702 - CONTRARY (09),370.0
Jo Jorgensen,3.0,Buchanan County,0.24%,Libertarian,702 - CONTRARY (09),1.0
Write In,2147483647.0,Buchanan County,0.00%,Write-In,702 - CONTRARY (09),0.0
Joseph R. Biden,1.0,Buckingham County,55.35%,Democratic,# AB - Central Absentee Precinct (05),2285.0
Donald J. Trump,2.0,Buckingham County,43.48%,Republican,# AB - Central Absentee Precinct (05),1795.0
Jo Jorgensen,3.0,Buckingham County,0.94%,Libertarian,# AB - Central Absentee Precinct (05),39.0
Write In,2147483647.0,Buckingham County,0.22%,Write-In,# AB - Central Absentee Precinct (05),9.0
Joseph R. Biden,1.0,Buckingham County,50.00%,Democratic,## Provisional (05),5.0
Donald J. Trump,2.0,Buckingham County,50.00%,Republican,## Provisional (05),5.0
Jo Jorgensen,3.0,Buckingham County,0.00%,Libertarian,## Provisional (05),0.0
Write In,2147483647.0,Buckingham County,0.00%,Write-In,## Provisional (05),0.0
Joseph R. Biden,1.0,Buckingham County,34.81%,Democratic,101 - NEW CANTON (05),220.0
Donald J. Trump,2.0,Buckingham County,64.08%,Republican,101 - NEW CANTON (05),405.0
Jo Jorgensen,3.0,Buckingham County,1.11%,Libertarian,101 - NEW CANTON (05),7.0
Write In,2147483647.0,Buckingham County,0.00%,Write-In,101 - NEW CANTON (05),0.0
Joseph R. Biden,1.0,Buckingham County,23.30%,Democratic,102  - GEORGIA CREEK (05),48.0
Donald J. Trump,2.0,Buckingham County,75.73%,Republican,102  - GEORGIA CREEK (05),156.0
Jo Jorgensen,3.0,Buckingham County,0.49%,Libertarian,102  - GEORGIA CREEK (05),1.0
Write In,2147483647.0,Buckingham County,0.49%,Write-In,102  - GEORGIA CREEK (05),1.0
Joseph R. Biden,1.0,Buckingham County,36.36%,Democratic,201 - WHITE HALL (05),104.0
Donald J. Trump,2.0,Buckingham County,62.94%,Republican,201 - WHITE HALL (05),180.0
Jo Jorgensen,3.0,Buckingham County,0.70%,Libertarian,201 - WHITE HALL (05),2.0
Write In,2147483647.0,Buckingham County,0.00%,Write-In,201 - WHITE HALL (05),0.0
Joseph R. Biden,1.0,Buckingham County,26.55%,Democratic,301 - CURDSVILLE (05),120.0
Donald J. Trump,2.0,Buckingham County,72.12%,Republican,301 - CURDSVILLE (05),326.0
Jo Jorgensen,3.0,Buckingham County,1.11%,Libertarian,301 - CURDSVILLE (05),5.0
Write In,2147483647.0,Buckingham County,0.22%,Write-In,301 - CURDSVILLE (05),1.0
Joseph R. Biden,1.0,Buckingham County,20.86%,Democratic,302 - NEW STORE (05),73.0
Donald J. Trump,2.0,Buckingham County,77.71%,Republican,302 - NEW STORE (05),272.0
Jo Jorgensen,3.0,Buckingham County,1.14%,Libertarian,302 - NEW STORE (05),4.0
Write In,2147483647.0,Buckingham County,0.29%,Write-In,302 - NEW STORE (05),1.0
Joseph R. Biden,1.0,Buckingham County,26.95%,Democratic,401 - MAYSVILLE (05),135.0
Donald J. Trump,2.0,Buckingham County,70.86%,Republican,401 - MAYSVILLE (05),355.0
Jo Jorgensen,3.0,Buckingham County,2.00%,Libertarian,401 - MAYSVILLE (05),10.0
Write In,2147483647.0,Buckingham County,0.20%,Write-In,401 - MAYSVILLE (05),1.0
Joseph R. Biden,1.0,Buckingham County,23.62%,Democratic,501 - WRIGHTS (05),73.0
Donald J. Trump,2.0,Buckingham County,74.43%,Republican,501 - WRIGHTS (05),230.0
Jo Jorgensen,3.0,Buckingham County,1.62%,Libertarian,501 - WRIGHTS (05),5.0
Write In,2147483647.0,Buckingham County,0.32%,Write-In,501 - WRIGHTS (05),1.0
Joseph R. Biden,1.0,Buckingham County,25.32%,Democratic,502 - GLENMORE (05),99.0
Donald J. Trump,2.0,Buckingham County,72.12%,Republican,502 - GLENMORE (05),282.0
Jo Jorgensen,3.0,Buckingham County,2.30%,Libertarian,502 - GLENMORE (05),9.0
Write In,2147483647.0,Buckingham County,0.26%,Write-In,502 - GLENMORE (05),1.0
Joseph R. Biden,1.0,Buckingham County,38.07%,Democratic,601 - SLATE RIVER (05),201.0
Donald J. Trump,2.0,Buckingham County,60.42%,Republican,601 - SLATE RIVER (05),319.0
Jo Jorgensen,3.0,Buckingham County,0.95%,Libertarian,601 - SLATE RIVER (05),5.0
Write In,2147483647.0,Buckingham County,0.57%,Write-In,601 - SLATE RIVER (05),3.0
Joseph R. Biden,1.0,Buckingham County,32.43%,Democratic,701 - GOLD HILL (05),108.0
Donald J. Trump,2.0,Buckingham County,65.77%,Republican,701 - GOLD HILL (05),219.0
Jo Jorgensen,3.0,Buckingham County,1.80%,Libertarian,701 - GOLD HILL (05),6.0
Write In,2147483647.0,Buckingham County,0.00%,Write-In,701 - GOLD HILL (05),0.0
Joseph R. Biden,1.0,Campbell County,36.69%,Democratic,# AB - Central Absentee Precinct (05),5536.0
Donald J. Trump,2.0,Campbell County,61.84%,Republican,# AB - Central Absentee Precinct (05),9331.0
Jo Jorgensen,3.0,Campbell County,1.19%,Libertarian,# AB - Central Absentee Precinct (05),180.0
Write In,2147483647.0,Campbell County,0.27%,Write-In,# AB - Central Absentee Precinct (05),41.0
Joseph R. Biden,1.0,Campbell County,0.00%,Democratic,## Provisional (05),0.0
Donald J. Trump,2.0,Campbell County,0.00%,Republican,## Provisional (05),0.0
Jo Jorgensen,3.0,Campbell County,0.00%,Libertarian,## Provisional (05),0.0
Write In,2147483647.0,Campbell County,0.00%,Write-In,## Provisional (05),0.0
Joseph R. Biden,1.0,Campbell County,16.23%,Democratic,101 - BROOKVILLE (05),206.0
Donald J. Trump,2.0,Campbell County,80.77%,Republican,101 - BROOKVILLE (05),1025.0
Jo Jorgensen,3.0,Campbell County,2.44%,Libertarian,101 - BROOKVILLE (05),31.0
Write In,2147483647.0,Campbell County,0.55%,Write-In,101 - BROOKVILLE (05),7.0
Joseph R. Biden,1.0,Campbell County,16.43%,Democratic,102 - NEW LONDON (05),232.0
Donald J. Trump,2.0,Campbell County,81.02%,Republican,102 - NEW LONDON (05),1144.0
Jo Jorgensen,3.0,Campbell County,2.27%,Libertarian,102 - NEW LONDON (05),32.0
Write In,2147483647.0,Campbell County,0.28%,Write-In,102 - NEW LONDON (05),4.0
Joseph R. Biden,1.0,Campbell County,20.08%,Democratic,201 - WALKER (05),202.0
Donald J. Trump,2.0,Campbell County,76.74%,Republican,201 - WALKER (05),772.0
Jo Jorgensen,3.0,Campbell County,3.18%,Libertarian,201 - WALKER (05),32.0
Write In,2147483647.0,Campbell County,0.00%,Write-In,201 - WALKER (05),0.0
Joseph R. Biden,1.0,Campbell County,12.81%,Democratic,202 - BEDFORD SPRINGS (05),156.0
Donald J. Trump,2.0,Campbell County,84.40%,Republican,202 - BEDFORD SPRINGS (05),1028.0
Jo Jorgensen,3.0,Campbell County,2.55%,Libertarian,202 - BEDFORD SPRINGS (05),31.0
Write In,2147483647.0,Campbell County,0.25%,Write-In,202 - BEDFORD SPRINGS (05),3.0
Joseph R. Biden,1.0,Campbell County,18.56%,Democratic,301 - EVINGTON (05),108.0
Donald J. Trump,2.0,Campbell County,79.73%,Republican,301 - EVINGTON (05),464.0
Jo Jorgensen,3.0,Campbell County,1.55%,Libertarian,301 - EVINGTON (05),9.0
Write In,2147483647.0,Campbell County,0.17%,Write-In,301 - EVINGTON (05),1.0
Joseph R. Biden,1.0,Campbell County,17.11%,Democratic,302 - OTTER RIVER (05),83.0
Donald J. Trump,2.0,Campbell County,81.44%,Republican,302 - OTTER RIVER (05),395.0
Jo Jorgensen,3.0,Campbell County,1.24%,Libertarian,302 - OTTER RIVER (05),6.0
Write In,2147483647.0,Campbell County,0.21%,Write-In,302 - OTTER RIVER (05),1.0
Joseph R. Biden,1.0,Campbell County,28.84%,Democratic,303 - ALTAVISTA (05),265.0
Donald J. Trump,2.0,Campbell County,69.10%,Republican,303 - ALTAVISTA (05),635.0
Jo Jorgensen,3.0,Campbell County,1.96%,Libertarian,303 - ALTAVISTA (05),18.0
Write In,2147483647.0,Campbell County,0.11%,Write-In,303 - ALTAVISTA (05),1.0
Joseph R. Biden,1.0,Campbell County,9.55%,Democratic,401 - THREE FORKS (05),82.0
Donald J. Trump,2.0,Campbell County,87.78%,Republican,401 - THREE FORKS (05),754.0
Jo Jorgensen,3.0,Campbell County,2.44%,Libertarian,401 - THREE FORKS (05),21.0
Write In,2147483647.0,Campbell County,0.23%,Write-In,401 - THREE FORKS (05),2.0
Joseph R. Biden,1.0,Campbell County,12.66%,Democratic,402 - COURT HOUSE (05),150.0
Donald J. Trump,2.0,Campbell County,84.22%,Republican,402 - COURT HOUSE (05),998.0
Jo Jorgensen,3.0,Campbell County,2.70%,Libertarian,402 - COURT HOUSE (05),32.0
Write In,2147483647.0,Campbell County,0.42%,Write-In,402 - COURT HOUSE (05),5.0
Joseph R. Biden,1.0,Campbell County,16.98%,Democratic,501 - SPRING HILL (05),189.0
Donald J. Trump,2.0,Campbell County,79.69%,Republican,501 - SPRING HILL (05),887.0
Jo Jorgensen,3.0,Campbell County,2.52%,Libertarian,501 - SPRING HILL (05),28.0
Write In,2147483647.0,Campbell County,0.81%,Write-In,501 - SPRING HILL (05),9.0
Joseph R. Biden,1.0,Campbell County,18.29%,Democratic,502 - YELLOW BRANCH (05),137.0
Donald J. Trump,2.0,Campbell County,79.71%,Republican,502 - YELLOW BRANCH (05),597.0
Jo Jorgensen,3.0,Campbell County,1.87%,Libertarian,502 - YELLOW BRANCH (05),14.0
Write In,2147483647.0,Campbell County,0.13%,Write-In,502 - YELLOW BRANCH (05),1.0
Joseph R. Biden,1.0,Campbell County,18.44%,Democratic,601 - KINGS (05),168.0
Donald J. Trump,2.0,Campbell County,79.91%,Republican,601 - KINGS (05),728.0
Jo Jorgensen,3.0,Campbell County,1.21%,Libertarian,601 - KINGS (05),11.0
Write In,2147483647.0,Campbell County,0.44%,Write-In,601 - KINGS (05),4.0
Joseph R. Biden,1.0,Campbell County,13.36%,Democratic,602 - CONCORD (05),142.0
Donald J. Trump,2.0,Campbell County,84.20%,Republican,602 - CONCORD (05),895.0
Jo Jorgensen,3.0,Campbell County,1.88%,Libertarian,602 - CONCORD (05),20.0
Write In,2147483647.0,Campbell County,0.56%,Write-In,602 - CONCORD (05),6.0
Joseph R. Biden,1.0,Campbell County,24.93%,Democratic,701 - BROOKNEAL (05),174.0
Donald J. Trump,2.0,Campbell County,73.93%,Republican,701 - BROOKNEAL (05),516.0
Jo Jorgensen,3.0,Campbell County,1.15%,Libertarian,701 - BROOKNEAL (05),8.0
Write In,2147483647.0,Campbell County,0.00%,Write-In,701 - BROOKNEAL (05),0.0
Joseph R. Biden,1.0,Campbell County,18.49%,Democratic,702 - GLADYS (05),154.0
Donald J. Trump,2.0,Campbell County,80.07%,Republican,702 - GLADYS (05),667.0
Jo Jorgensen,3.0,Campbell County,1.20%,Libertarian,702 - GLADYS (05),10.0
Write In,2147483647.0,Campbell County,0.24%,Write-In,702 - GLADYS (05),2.0
Joseph R. Biden,1.0,Campbell County,17.13%,Democratic,703 - MORRIS CHURCH (05),86.0
Donald J. Trump,2.0,Campbell County,81.47%,Republican,703 - MORRIS CHURCH (05),409.0
Jo Jorgensen,3.0,Campbell County,1.39%,Libertarian,703 - MORRIS CHURCH (05),7.0
Write In,2147483647.0,Campbell County,0.00%,Write-In,703 - MORRIS CHURCH (05),0.0
Joseph R. Biden,1.0,Caroline County,62.81%,Democratic,# AB - Central Absentee Precinct (01),4957.0
Donald J. Trump,2.0,Caroline County,35.97%,Republican,# AB - Central Absentee Precinct (01),2839.0
Jo Jorgensen,3.0,Caroline County,1.06%,Libertarian,# AB - Central Absentee Precinct (01),84.0
Write In,2147483647.0,Caroline County,0.15%,Write-In,# AB - Central Absentee Precinct (01),12.0
Joseph R. Biden,1.0,Caroline County,46.85%,Democratic,## Provisional (01),52.0
Donald J. Trump,2.0,Caroline County,53.15%,Republican,## Provisional (01),59.0
Jo Jorgensen,3.0,Caroline County,0.00%,Libertarian,## Provisional (01),0.0
Write In,2147483647.0,Caroline County,0.00%,Write-In,## Provisional (01),0.0
Joseph R. Biden,1.0,Caroline County,23.57%,Democratic,101 - BOWLING GREEN (01),189.0
Donald J. Trump,2.0,Caroline County,74.44%,Republican,101 - BOWLING GREEN (01),597.0
Jo Jorgensen,3.0,Caroline County,1.75%,Libertarian,101 - BOWLING GREEN (01),14.0
Write In,2147483647.0,Caroline County,0.25%,Write-In,101 - BOWLING GREEN (01),2.0
Joseph R. Biden,1.0,Caroline County,25.17%,Democratic,102 - SPARTA (01),181.0
Donald J. Trump,2.0,Caroline County,73.57%,Republican,102 - SPARTA (01),529.0
